freq,Zreal,Zimag,sigma_re,sigma_im
1000000.0,0.9991584667814211,0.0003491922592411673,0.0017461643093882526,0.0016162638020021684
794328.2347242822,0.9993632501448456,-0.0003410136585734304,0.00174638355146712,0.001616444973219925
630957.344480193,0.9996054422403547,-0.0009657011118929723,0.0017466551931863198,0.0016166727706738802
501187.2336272725,0.9998813483212763,-0.0015439733431960394,0.0017469722255267703,0.001616940568448939
398107.17055349686,1.0001869257497642,-0.0020954019806615812,0.0017473288830180825,0.0016172431853889906
316227.7660168379,1.0005192188051941,-0.002640580200955967,0.001747722032466011,0.0016175780019006703
251188.6431509582,1.000877148401325,-0.0032010643285774187,0.0017481519510170955,0.00161794560818492
199526.2314968879,1.001261617811094,-0.0037992729503922855,0.001748622464890354,0.0016183499507111988
158489.3192461114,1.0016751756740803,-0.004458734636522247,0.0017491407867282114,0.0016187982601302523
125892.5411794166,1.0021215567723298,-0.005204843947250936,0.0017497174963166727,0.0016193011476171321
100000.0,1.0026053781773934,-0.006066124845028301,0.001750367073739817,0.001619873247236419
79432.82347242821,1.0031322074877902,-0.00707591787990025,0.0017511093581477042,0.0016205347715557144
63095.7344480193,1.0037091713905741,-0.008274340387299626,0.0017519723168170852,0.0016213143689379063
50118.72336272724,1.0043461894783516,-0.00971029760930986,0.0017529965159346018,0.0016222536845853235
39810.71705534969,1.0050577800956322,-0.01144330837691157,0.0017542416534466847,0.0016234140204066801
31622.776601683792,1.005865264155812,-0.013545002154219655,0.0017557955143635566,0.0016248855243654492
25118.864315095827,1.006799181672648,-0.016100293596981678,0.0017577858430295721,0.001626799492747734
19952.623149688792,1.007901832644079,-0.019208333540530163,0.0017603958913893368,0.0016293446235981913
15848.93192461114,1.0092299596109657,-0.022983323813026396,0.0017638846495801393,0.0016327882882301956
12589.254117941662,1.0108576289036735,-0.027555238148004698,0.0017686128386048443,0.001637503942276923
10000.0,1.0128793892966728,-0.033070502357693134,0.0017750756255307553,0.001644005622059231
7943.282347242814,1.015413901173245,-0.03969273549283481,0.001783942763126454,0.0016529900646708791
6309.57344480193,1.0186084857581106,-0.04760362606255137,0.0017961063677994647,0.0016653862372984355
5011.8723362727205,1.0226454086894183,-0.05700378227794947,0.0018127354129872054,0.0016824105595454435
3981.0717055349687,1.0277510711361657,-0.06811281274740325,0.0018353332102752258,0.0017056228765069987
3162.2776601683795,1.034209370745902,-0.08116686741082102,0.001865787835728316,0.00173697154515846
2511.8864315095802,1.0423799326098464,-0.09641052062332318,0.001906393755883101,0.0017788041784241684
1995.2623149688789,1.0527204322269463,-0.11407860275569946,0.0019598063013730677,0.0018338045635896603
1584.8931924611124,1.0658097969224312,-0.134362830834235,0.0020288745888286594,0.001904802026388086
1258.9254117941662,1.0823656262588197,-0.15735828537019442,0.0021162937354603823,0.0019943978700194764
1000.0,1.103244576672779,-0.1829867988580926,0.0022240369433043886,0.0021043765602576803
794.3282347242813,1.1294092649545284,-0.21089996401880073,0.002352583823507112,0.00223492641406687
630.957344480193,1.1618422854963104,-0.24037584623151537,0.0025000581034008524,0.0023837889205099525
501.187233627272,1.2013931780802323,-0.27024018982635933,0.0026615121669292547,0.0025455745794497778
398.10717055349687,1.248563978359939,-0.2988580556774729,0.0028286966121144324,0.002711577947681409
316.227766016838,1.3032727137017612,-0.32424181525732365,0.0029906403572285203,0.0028704090028714266
251.18864315095797,1.3646679142720486,-0.34429416154675774,0.003135165051811972,0.0030095576136940317
199.5262314968879,1.4310775687366117,-0.3571528296169387,0.0032510935587088926,0.003117647306802478
158.48931924611125,1.500146209974229,-0.36154955759307605,0.0033305494017183694,0.003186772760270248
125.89254117941664,1.569149358892033,-0.3570709486794586,0.0033705964430106074,0.0032141654490377295
100.0,1.6354043298933534,-0.34423335563591084,0.003373655129221167,0.003202616287655397
79.43282347242804,1.6966576656071302,-0.3243505529705871,0.0033465861814523214,0.0031595393263831512
63.09573444801929,1.7513437717161628,-0.29924840816465026,0.003298827894069164,0.0030950602202691087
50.11872336272725,1.7986668550914768,-0.27092627237625655,0.0032402628534843065,0.003019809047654023
39.81071705534969,1.8385253041939218,-0.24126209218663772,0.0031794611411745245,0.0029430749108307723
31.622776601683796,1.8713408400571954,-0.21181858059169276,0.0031226716384113685,0.002871710174509211
25.118864315095767,1.8978613474236172,-0.18375938927204136,0.00307359278474297,0.002809834565745017
19.95262314968879,1.9189863045032265,-0.1578511686644664,0.0030337130664148137,0.0027591447818060793
15.848931924611108,1.9356367824350156,-0.13451690666089403,0.003002930766836047,0.0027195446476928954
12.589254117941664,1.9486720810499059,-0.1139108504571537,0.002980206112667597,0.0026898417466590147
10.0,1.958845256275021,-0.09599520325396273,0.0029640959576227002,0.002668343702595526
7.943282347242805,1.9667868939152182,-0.08060766995517821,0.002953116140129081,0.002653280371659643
6.30957344480193,1.9730070250974596,-0.06751531426568107,0.0029459422405193336,0.0026430496902123874
5.011872336272715,1.9779070868922308,-0.056454264061216876,0.0029414903664813073,0.0026363247334981344
3.981071705534969,1.9817962509157891,-0.0471569948919394,0.002938924127773756,0.0026320708742159395
3.1622776601683795,1.984908628066753,-0.03936971449145269,0.0029376248102575588,0.0026295155315921477
2.5118864315095766,1.9874194610518112,-0.03286230395852194,0.0029371490212905618,0.0026280999385857678
1.9952623149688788,1.989459393291905,-0.02743285060645423,0.0029371870850254064,0.0026274298068812577
1.584893192461111,1.9911264147874554,-0.0229083626720007,0.0029375278715334015,0.002627232640329749
1.2589254117941662,1.9924953336913644,-0.019142927577916802,0.0029380313160673483,0.00262732392139804
1.0,1.9936247827845304,-0.016014386574241944,0.0029386077728097404,0.0026275815979848686
0.7943282347242805,1.994561968899354,-0.013420469442591058,0.002939202704436108,0.0026279272703021495
0.6309573444801929,1.9953456054140983,-0.011275130716730636,0.002939785349156499,0.002628312442899835
0.5011872336272715,1.9960076102757038,-0.009505517905052833,0.0029403403993595654,0.0026287085628114494
0.3981071705534969,1.9965741283048275,-0.0080496835102412,0.002940862050217524,0.00262909993199145
0.31622776601683794,1.9970662908828414,-0.006854929231425757,0.0029413499429051864,0.0026294788256691053
0.2511886431509577,1.9975009393546308,-0.005876569904960275,0.0029418065792498433,0.0026298422784344754
0.1995262314968879,1.9978913735209243,-0.0050769113303895325,0.0029422358015779933,0.0026301900743117734
0.1584893192461111,1.99824808919099,-0.0044243082241900815,0.0029426419741250473,0.0026305235501796393
0.12589254117941662,1.9985794443560037,-0.0038922436820859564,0.0029430295787980848,0.0026308449083373656
0.1,1.9988922007328105,-0.0034584142832333885,0.002943403012388188,0.002631156809446129
0.07943282347242805,1.9991918908378241,-0.003103831702760333,0.00294376642070854,0.0026314620667449136
0.0630957344480193,1.9994829677489714,-0.002811986310546191,0.0029441234462209546,0.002631763308219509
0.05011872336272714,1.9997687247801497,-0.0025681531616196436,0.002944476826367502,0.002632062539333108
0.039810717055349686,2.000051022371825,-0.0023589347553414474,0.0029448278578536637,0.002632360616660717
0.031622776601683784,2.000329911068846,-0.0021721215191845824,0.002945175814067792,0.0026326567073479065
0.02511886431509577,2.0006032832655416,-0.0019969210098101883,0.00294551745811471,0.0026329478548369396
0.019952623149688792,2.000866736620079,-0.0018245619285620542,0.0029458468555558564,0.002633228820817307
0.01584893192461111,2.0011138920185596,-0.001649175870469357,0.0029461557675294083,0.0026334924339049904
0.01258925411794166,2.001337393084092,-0.001468649166372606,0.0029464348892489713,0.0026337306585379307
0.01,2.0015305673404145,-0.0012849107952873273,0.0029466758963328597,0.0026339363424683526
